window_start,window_end,model,N,breaches,coverage,kupiec_p,christoffersen_p,band_95pct,status_95pct
2023-04-04,2024-04-02,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-04-04,2024-04-02,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-04-04,2024-04-02,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-05,2024-04-03,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-04-05,2024-04-03,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-04-05,2024-04-03,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-06,2024-04-04,HAR,250,24,0.096,0.0028868087565293576,0.9377796636559107,6-20,too_many[6-20]
2023-04-06,2024-04-04,GARCH_t,250,6,0.024,0.03660569014042203,0.4950305167337935,6-20,within[6-20]
2023-04-06,2024-04-04,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-10,2024-04-05,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-04-10,2024-04-05,GARCH_t,250,6,0.024,0.03660569014042203,0.54904324289375,6-20,within[6-20]
2023-04-10,2024-04-05,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-11,2024-04-08,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-04-11,2024-04-08,GARCH_t,250,6,0.024,0.03660569014042203,0.54904324289375,6-20,within[6-20]
2023-04-11,2024-04-08,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-12,2024-04-09,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-04-12,2024-04-09,GARCH_t,250,6,0.024,0.03660569014042203,0.54904324289375,6-20,within[6-20]
2023-04-12,2024-04-09,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-04-13,2024-04-10,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-04-13,2024-04-10,GARCH_t,250,6,0.024,0.03660569014042203,0.54904324289375,6-20,within[6-20]
